Sample,207,208,209,243,213,215,217,218
Label,HFD_Veh,HFD_Veh,HFD_Veh,HFD_Veh,HFD_Tx,HFD_Tx,HFD_Tx,HFD_Tx
"1,2-dilinoleoyl-GPC (18:2/18:2)",2.5296,4.4235,4.1802,7.4613,0.1057,3.6751,0.1401,0.22
"1,2-dioleoyl-GPC (18:1/18:1)*",2.8179,5.0154,4.6288,6.9963,0.8512,4.9606,0.7483,1.0942
"1,2-dioleoyl-GPE (18:1/18:1)",4.2773,7.2772,5.8839,11.4713,0.4265,10.3747,0.66,0.8386
"1,2-dipalmitoyl-GPC (16:0/16:0)",2.8873,3.4894,3.2363,5.4098,0.3822,3.1574,0.4292,0.5407
"1,2-distearoyl-GPC (18:0/18:0)",0.3539,0.4449,0.3968,0.9286,1.7263,0.2806,1.0714,1.9168
"1,5-anhydroglucitol (1,5-AG)",2.7941,2.0863,3.5402,3.5381,0.2841,3.7899,0.2924,0.4059
1-(1-enyl-oleoyl)-GPE (P-18:1)*,0.6723,0.6723,3.8779,4.101,3.652,3.6152,0.916,1.4892
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,1.4965,2.0632,1.5204,3.1209,0.8761,1.7724,0.9002,1.0573
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,7.8139,12.6787,10.377,15.3131,0.6377,9.8325,0.8914,1.0604
1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,0.7684,1.0739,2.5891,3.2265,0.8002,1.7134,0.6078,1
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,4.7482,9.2569,10.9955,10.566,0.1839,6.6878,0.3017,0.4327
1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,0.2393,0.2393,0.2393,0.5884,0.9732,0.2393,1,1.0108
1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,1.9007,3.1883,4.7367,4.6925,0.2454,3.6685,0.4073,0.3501
1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,0.3199,0.3199,0.3199,0.3199,1.0527,0.3199,1,0.9692
1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,1.2709,1.5225,2.716,2.6955,0.4127,1.9744,0.4504,0.5693
